predict,p1
0,8.25E-21
0,2.28E-07
1,0.66920513
0,1.65E-23
0,5.02E-05
0,5.78E-08
0,6.57E-15
1,1
1,0.999999987
1,0.999837281
1,0.999999997
1,0.999999999
0,3.45E-10
0,9.90E-06
0,4.70E-23
1,1
1,1
0,0.005017328
0,2.56E-23
1,1
1,0.999999999
1,1
0,1.57E-12
1,0.99999999
0,0.001740568
1,0.999999998
1,0.999626465
0,4.62E-11
1,0.999998779
1,1
0,2.54E-16
0,1.29E-21
0,2.41E-17
0,7.50E-05
1,1
0,3.03E-06
1,1
0,1.21E-20
1,1
1,1
1,0.999581986
1,0.999373697
0,4.51E-19
0,3.13E-17
0,3.45E-27
0,0.002987543
0,2.26E-16
0,6.92E-08
1,1
0,6.65E-12
1,1
1,1
1,0.997940905
0,4.02E-19
0,1.95E-12
1,1
0,6.90E-13
1,0.999999999
0,2.92E-08
1,0.479052526
0,5.54E-11
0,1.43E-04
1,0.999993115
0,0.00865359
1,1
0,7.51E-07
1,1
1,1
1,0.935214964
1,0.168706663
1,1
1,0.999999995
0,1.07E-08
1,0.956207361
1,1
0,3.52E-24
0,9.06E-07
1,1
1,1
0,0.006709367
0,1.66E-17
0,1.60E-14
0,7.26E-23
1,0.754784911
1,0.967826483
0,9.76E-07
0,2.04E-14
0,1.00E-24
0,3.38E-11
1,0.999558669
0,1.27E-13
1,0.999981914
1,1
0,9.80E-07
0,3.35E-11
1,0.999999972
1,1
0,7.52E-13
1,1
1,0.999684847
1,1
0,2.65E-06
1,1
0,6.59E-19
0,5.32E-12
0,5.66E-08
0,2.66E-09
1,1
0,9.93E-23
1,0.999999998
1,1
0,0.003788374
1,1
1,1
0,1.24E-17
0,2.04E-10
0,1.95E-13
0,4.40E-08
1,1
0,1.55E-06
0,5.16E-17
1,1
1,0.293400668
1,1
1,0.955308822
1,1
0,4.21E-14
0,4.57E-08
0,1.37E-15
1,1
1,1
1,1
1,0.159541366
1,1
1,0.456991081
0,0.021465285
0,7.42E-20
0,0.001268066
0,1.35E-28
0,5.29E-11
1,0.999999306
1,1
1,1
1,0.999967712
1,0.999999997
1,1
1,1
1,1
0,9.56E-12
1,1
1,1
1,0.999942201
1,1
1,1
1,1
1,1
1,0.999999993
1,1
1,0.688603533
0,1.49E-09
0,1.42E-07
1,1
1,1
0,1.24E-11
1,1
1,1
1,0.999646551
1,1
0,8.74E-17
0,3.76E-08
0,5.82E-18
1,0.999924805
1,1
1,1
1,1
1,1
0,7.37E-18
1,1
0,1.52E-08
0,2.66E-09
1,1
0,1.43E-10
1,1
0,1.79E-11
0,4.86E-06
1,0.132248955
0,1.17E-25
0,6.89E-06
1,0.999999991
1,1
1,0.999999993
1,1
1,1
1,0.987747143
0,2.16E-07
0,3.56E-13
1,1
1,1
1,1
0,1.40E-16
1,1
0,8.48E-25
0,1.28E-18
1,0.84966617
1,0.673256711
0,2.29E-09
1,0.133676789
0,1.81E-11
1,0.999999996
0,1.51E-25
0,0.001067134
1,0.999999998
1,1
0,9.86E-05
1,1
0,3.13E-06
1,1
1,0.999965254
1,1
1,1
0,0.010398293
1,1
1,1
1,1
0,4.83E-18
1,1
1,1
0,0.004551352
1,1
1,0.064696613
1,1
0,1.34E-17
1,1
1,0.997535948
0,0.033409521
1,0.11860122
0,1.03E-12
1,1
1,1
1,0.999999992
0,1.43E-19
1,1
0,3.44E-08
1,1
0,7.77E-04
1,0.999999999
0,0.002415384
0,7.77E-08
0,1.50E-10
1,1
0,4.20E-22
1,0.9999894
1,1
1,0.980378928
1,0.999999869
1,0.999999997
1,1
0,7.05E-08
0,6.77E-17
0,6.05E-06
0,1.80E-26
1,0.999999921
0,5.42E-15
1,1
0,3.05E-14
1,1
1,0.999982233
1,0.999999974
1,0.598220202
1,0.999999989
1,1
1,1
0,1.58E-04
0,3.35E-07
1,0.993379544
1,1
0,3.59E-04
0,4.06E-10
1,0.905348642
1,1
1,0.999999109
1,0.99999998
0,4.10E-13
1,0.999200046
1,1
0,6.13E-08
1,1
0,1.47E-22
1,0.078192167
0,9.48E-12
1,0.999999922
1,1
1,0.163765686
0,2.10E-20
0,2.17E-14
1,0.999984233
1,1
1,1
0,1.27E-08
1,1
1,1
1,1
1,1
0,0.001076048
1,1
1,0.999999998
1,1
1,0.999999123
0,5.88E-12
0,3.52E-15
1,0.999999996
0,6.95E-06
1,1
1,1
0,4.66E-19
0,8.20E-15
0,1.60E-15
1,1
0,3.75E-22
1,1
0,1.25E-16
0,5.01E-09
1,0.999999995
0,9.07E-17
1,1
1,1
0,5.30E-21
1,1
0,1.02E-08
1,0.518796442
1,0.999999995
1,1
0,5.15E-11
0,1.63E-05
1,1
0,1.38E-11
1,1
0,4.76E-24
0,6.01E-12
1,0.989543987
1,1
0,3.66E-27
0,1.02E-26
0,4.05E-19
1,1
1,1
0,2.01E-05
1,1
1,1
1,1
1,1
1,0.999317369
1,1
1,1
1,1
1,0.999623512
0,1.52E-09
1,0.985187153
1,1
1,0.999999999
1,1
1,0.138453563
0,0.049743516
1,1
1,1
1,1
1,0.999967288
1,1
0,0.002609077
1,1
0,4.01E-14
0,3.75E-19
1,1
0,9.97E-08
0,0.001634558
0,4.24E-06
1,1
1,0.978210288
1,1
1,1
1,0.999998448
0,8.32E-22
1,1
1,1
1,0.999994833
0,0.024711984
0,1.46E-09
0,0.006028773
1,1
1,1
1,1
0,1.20E-10
0,1.25E-07
1,1
0,2.67E-05
1,0.358702306
1,1
1,1
1,1
0,6.35E-08
1,1
0,1.72E-14
0,4.69E-07
1,0.999998056
0,7.06E-17
1,1
0,1.23E-25
0,2.86E-18
0,1.72E-15
1,1
1,0.999999491
1,0.999999961
0,4.92E-16
0,1.11E-23
0,2.77E-14
0,2.76E-16
0,1.43E-16
1,0.998547949
1,0.999996369
0,5.09E-12
0,7.91E-17
1,1
0,7.19E-22
0,1.97E-11
1,1
1,1
0,1.22E-09
1,0.894791234
1,1
0,3.07E-27
1,1
1,1
1,1
1,1
0,8.86E-07
1,1
1,1
1,1
1,0.999999985
1,0.999999999
1,1
0,3.77E-12
0,1.21E-31
0,4.60E-07
1,0.999937138
1,1
1,1
0,5.74E-09
1,0.767081257
0,8.30E-07
1,1
1,0.99999783
1,1
0,1.54E-07
0,1.18E-22
1,1
1,1
1,1
1,0.979873393
1,1
0,1.78E-07
1,1
1,0.999999999
1,1
0,8.10E-04
1,1
0,0.001732403
0,3.89E-06
0,4.50E-20
0,4.96E-12
0,1.81E-04
1,1
1,1
0,4.66E-06
0,2.30E-18
0,1.54E-05
1,1
1,0.98963983
0,7.13E-23
0,0.008468819
0,8.98E-14
1,0.999995667
1,1
1,1
0,1.05E-24
0,7.57E-06
1,1
0,1.88E-04
1,1
1,0.999999999
1,1
1,1
0,1.25E-28
1,1
0,5.09E-08
1,1
1,0.99999874
1,0.993506527
1,0.99971522
1,1
1,1
1,0.800134697
0,1.41E-06
1,1
1,1
1,0.999999998
0,6.49E-05
1,0.999999946
1,1
0,5.20E-29
1,0.999961051
1,1
1,0.999999873
1,1
0,2.17E-19
1,0.99837215
0,1.03E-05
1,0.999999999
0,5.30E-14
1,1
1,1
0,1.49E-13
1,0.999998349
0,7.81E-07
1,1
0,3.11E-14
1,0.999999992
0,9.71E-09
1,1
0,4.62E-27
1,1
1,1
1,0.999973934
0,9.52E-18
1,0.316821259
1,0.999999724
0,3.26E-28
1,0.999999914
1,0.999461211
0,4.36E-18
1,1
1,1
0,4.04E-11
1,1
0,7.75E-08
1,1
1,1
0,5.25E-08
1,1
0,5.96E-16
0,7.61E-06
1,1
1,1
1,1
1,1
1,0.99999999
1,0.999754042
1,1
1,0.99998665
1,1
1,1
0,4.06E-10
0,1.49E-15
1,1
1,1
1,0.204065773
1,1
1,0.099092956
1,0.999999998
1,1
1,1
0,1.61E-04
1,1
0,1.02E-22
0,4.48E-16
0,1.13E-14
0,5.19E-13
1,1
1,1
1,1
1,0.999999844
0,3.51E-05
1,1
1,1
1,0.715950692
0,6.28E-09
1,0.999999994
0,0.001393131
0,6.57E-15
0,7.72E-15
0,1.15E-14
1,0.999997555
1,1
1,1
1,1
0,8.60E-17
0,1.39E-19
1,1
0,2.89E-15
0,4.38E-14
1,1
0,8.45E-22
1,0.999999174
0,4.89E-17
0,1.14E-05
1,1
1,0.991218432
0,7.65E-08
0,1.75E-10
0,3.54E-16
1,1
1,0.999999999
1,1
0,4.38E-15
1,0.999996651
1,1
1,1
0,5.97E-30
1,1
0,6.21E-16
0,1.32E-19
1,0.26514746
0,0.043656026
1,1
1,0.995648426
1,0.940215933
1,0.999999915
0,1.76E-05
1,0.999875646
0,7.87E-20
1,0.692767373
0,1.65E-09
1,1
0,2.71E-12
1,0.999913844
1,0.999999815
0,2.43E-21
0,1.74E-09
1,1
0,3.23E-07
1,0.999984249
1,0.396580384
0,7.23E-10
1,0.999999736
1,1
0,1.33E-07
1,0.999973164
1,0.999999842
0,3.94E-24
1,1
1,1
1,0.999993946
0,1.26E-14
0,2.29E-09
0,6.83E-22
0,0.001133148
1,1
0,4.74E-15
1,1
0,8.73E-09
1,1
1,1
0,5.12E-10
1,1
1,0.999997306
1,1
1,0.999996064
1,1
1,0.12771574
0,0.015978713
0,6.74E-18
0,1.10E-14
0,9.40E-14
0,1.04E-04
0,1.25E-10
0,3.80E-07
1,1
0,3.80E-04
1,0.999840159
1,1
1,1
0,5.22E-05
1,1
1,0.999999998
0,2.29E-09
1,0.096308716
1,0.973808607
1,1
0,2.74E-15
0,1.08E-12
1,1
0,2.12E-31
1,0.894998343
1,1
1,0.999999846
0,5.75E-17
1,0.992437498
1,0.999999329
1,1
1,1
0,2.95E-09
0,1.42E-06
0,4.41E-16
0,6.14E-09
0,3.33E-14
0,0.00169788
0,1.54E-20
0,1.94E-19
0,2.66E-19
1,1
1,0.999980493
1,1
1,1
1,1
0,9.13E-07
0,2.63E-14
1,1
1,1
0,1.46E-14
0,7.13E-05
1,1
0,8.57E-18
0,2.53E-05
1,0.987396222
1,0.277885402
1,1
1,1
0,2.14E-10
0,1.40E-08
0,4.59E-10
1,0.999999993
1,0.999999994
1,1
0,9.64E-15
0,1.26E-09
1,0.999999997
1,0.99999815
0,0.050538274
1,1
1,0.999999996
0,7.10E-09
1,0.999934151
1,0.662979681
0,3.09E-08
0,1.18E-08
1,1
0,1.31E-09
0,1.29E-17
1,0.999994386
0,5.74E-06
0,1.06E-11
1,0.999999928
0,2.85E-19
1,1
0,8.04E-19
0,3.23E-08
1,1
0,1.93E-06
0,4.17E-08
1,1
1,1
1,1
0,1.00E-13
1,0.999993292
0,6.45E-13
1,1
1,1
1,0.822880013
1,1
0,1.49E-16
1,0.999999999
0,3.77E-14
0,1.11E-13
1,1
1,0.993820795
1,1
0,1.29E-14
1,1
0,1.18E-07
0,1.06E-16
1,0.999999997
0,1.24E-10
1,1
1,1
0,1.32E-11
0,5.35E-07
1,0.998805027
1,1
1,1
0,9.68E-11
0,2.13E-10
1,1
1,0.994982794
0,0.021831904
0,2.26E-07
0,1.57E-16
0,5.39E-07
0,3.27E-17
0,6.62E-12
1,1
0,5.98E-14
0,4.45E-15
1,1
1,0.999999999
0,1.69E-12
0,6.57E-12
0,2.31E-15
1,0.999866677
0,5.54E-21
0,2.40E-16
1,1
1,0.999999997
0,3.67E-19
1,1
1,1
0,4.22E-20
0,0.029912236
0,5.89E-18
1,1
1,0.999745089
1,0.999999998
0,4.62E-16
1,1
0,0.002651896
0,0.002728169
0,1.25E-20
1,1
1,1
0,4.24E-12
0,8.28E-14
0,1.36E-11
1,1
0,3.43E-04
1,1
1,1
0,7.15E-13
1,1
0,2.71E-10
0,5.36E-06
0,7.40E-18
0,3.41E-26
1,0.981633514
1,0.477744986
1,0.986451226
0,2.65E-05
1,1
1,0.689429232
1,0.262941752
1,1
0,6.31E-06
1,0.999869748
1,0.999999961
1,0.999790212
1,0.999538279
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,0.999999998
1,1
1,0.999999997
1,1
0,2.18E-17
1,1
0,4.25E-19
1,0.982834041
1,1
0,2.35E-05
0,2.24E-16
1,1
1,0.998289898
0,4.16E-14
1,1
0,3.40E-14
1,0.379203147
1,0.999999995
0,1.50E-07
1,0.999999986
0,2.34E-18
0,5.94E-21
1,1
1,1
0,3.89E-06
1,1
0,7.34E-09
1,0.160724796
0,9.16E-16
1,0.874361033
0,9.53E-13
0,0.00951438
0,1.54E-08
0,4.40E-06
1,1
0,8.67E-08
1,1
1,0.999999788
0,1.69E-05
1,0.996452061
1,1
1,1
0,2.32E-09
0,1.73E-21
0,0.04849473
0,1.63E-17
0,0.055385131
1,0.948428593
1,1
1,1
1,1
1,1
1,1
1,0.999994393
1,1
1,1
1,0.464092439
1,1
1,1
0,2.91E-12
0,4.02E-04
0,2.94E-14
0,5.87E-20
1,0.998551208
0,2.04E-09
0,1.34E-07
1,0.999999825
0,1.40E-13
1,0.282406028
1,0.999999681
1,0.999966131
1,0.999575974
0,8.54E-31
0,1.98E-21
0,7.61E-14
1,1
1,1
0,8.00E-07
1,1
0,2.44E-28
1,1
0,6.86E-10
1,1
1,0.999999943
0,7.89E-05
0,1.75E-19
0,2.14E-12
1,1
0,1.09E-20
0,2.27E-08
0,4.15E-08
0,0.059174487
0,5.85E-11
0,9.13E-05
1,0.998746472
0,4.25E-08
1,1
1,1
0,6.06E-06
1,0.999999994
1,1
1,0.999694884
1,1
1,1
1,0.999999998
1,1
1,1
1,1
1,0.999999988
1,0.999999857
0,0.002071465
0,2.71E-08
0,6.60E-07
1,0.99999886
0,2.52E-16
1,0.999998557
0,0.016896009
1,1
0,2.80E-17
0,4.67E-18
1,1
1,1
0,3.62E-08
1,1
0,0.02629171
1,0.644994345
1,0.313837817
1,1
1,1
1,1
1,1
0,5.52E-08
0,2.46E-19
0,5.02E-08
1,0.999978036
0,2.05E-09
1,1
1,1
1,1
0,1.47E-05
0,6.81E-09
1,0.281167358
0,3.32E-20
0,3.67E-14
1,0.999999888
0,8.00E-09
1,1
1,0.999998072
0,5.37E-06
0,3.39E-17
0,0.00201305
1,0.637948719
0,6.00E-12
1,1
0,7.64E-06
1,1
1,1
1,0.999999268
1,1
0,7.93E-18
0,1.40E-06
1,1
0,1.90E-17
1,1
1,1
0,8.60E-16
1,1
0,2.28E-18
0,6.88E-15
1,1
1,1
1,1
0,6.66E-18
1,1
1,0.999999946
1,1
1,0.893500888
1,1
0,6.92E-21
1,1
1,1
1,0.999981001
0,1.47E-08
0,9.95E-04
1,1
1,1
0,2.99E-23
1,1
1,1
0,1.12E-36
0,4.25E-07
0,0.027710732
0,2.45E-16
1,0.999999544
0,7.79E-11
0,3.74E-17
1,1
1,1
1,1
0,1.28E-17
0,1.16E-09
0,1.69E-06
0,4.87E-13
1,1
1,1
1,0.999999989
1,0.99999993
1,0.999999999
1,1
1,0.99999741
1,1
0,1.39E-20
0,4.31E-12
0,5.34E-16
0,2.04E-10
0,2.38E-13
1,0.999996793
1,0.999999934
0,1.11E-08
0,0.032427728
1,0.9892632
0,1.03E-14
0,1.83E-19
1,1
0,1.63E-05
0,4.69E-07
0,2.18E-20
0,6.36E-22
0,0.004021054
1,0.864556309
1,1
1,1
0,0.024910478
0,1.72E-04
1,0.999999995
0,5.99E-06
0,1.14E-06
1,1
1,0.999716276
1,1
0,1.38E-20
0,4.38E-17
0,9.42E-14
0,1.20E-07
0,2.24E-14
1,1
1,0.106253435
0,0.006736838
1,0.999977641
0,3.52E-14
0,2.97E-04
1,0.964844755
0,0.001946246
0,0.001822099
0,1.24E-21
0,2.33E-24
1,1
0,1.05E-09
1,0.999999998
1,1
1,1
1,0.939407138
0,1.92E-29
0,0.012590141
1,1
0,2.27E-04
0,6.97E-05
1,1
1,1
0,5.51E-04
1,1
0,3.53E-09
1,1
1,0.972793444
1,1
1,0.402983684
1,1
0,7.24E-21
0,0.004495954
1,0.807571273
1,1
0,2.71E-16
1,0.999997902
0,6.97E-16
0,8.37E-23
0,7.84E-10
1,0.999927586
1,0.999997078
1,1
1,1
0,0.001992213
1,0.998648451
1,1
0,6.50E-12
1,0.999998624
0,4.56E-21
0,5.74E-11
1,0.999999998
0,1.41E-18
0,2.75E-06
1,0.99999817
0,3.76E-06
0,4.19E-04
0,8.03E-16
0,9.37E-04
1,1
1,0.999999983
1,0.999999059
0,1.77E-10
0,2.46E-14
1,1
0,6.92E-21
0,5.56E-27
0,1.14E-12
1,1
1,0.999999999
0,2.36E-16
1,0.999999986
1,0.999999942
1,1
0,8.49E-15
1,1
0,4.17E-07
0,5.75E-24
1,0.679409021
0,2.56E-08
1,1
1,1
1,1
1,0.969268104
1,0.174031891
0,7.03E-07
0,3.39E-11
0,2.78E-06
1,0.999850002
1,1
0,7.65E-19
0,1.13E-04
1,0.999999984
0,2.67E-05
1,0.279723503
1,1
0,8.29E-09
0,4.00E-31
1,0.999999928
0,9.61E-22
0,3.33E-10
0,9.98E-07
1,1
1,1
0,0.00261594
1,1
0,4.80E-08
1,1
1,1
0,1.11E-20
0,7.03E-14
1,1
0,0.00282013
1,1
0,1.89E-12
0,2.10E-25
0,1.10E-14
0,2.34E-09
1,0.999998984
1,0.999990411
0,2.55E-12
1,0.999999937
1,1
1,1
0,1.08E-14
1,1
0,8.55E-06
1,1
0,5.56E-09
0,2.82E-27
1,1
0,2.79E-18
1,1
1,0.999996257
0,1.43E-15
1,0.988194756
0,5.26E-05
1,1
0,1.02E-16
1,1
1,0.925654687
0,9.61E-18
1,0.999987483
1,1
0,6.68E-11
1,1
0,1.14E-31
0,5.56E-13
0,1.30E-10
1,1
0,5.95E-07
1,1
1,1
1,0.999954504
1,1
0,9.94E-08
1,0.999999974
1,1
0,3.61E-16
0,0.001110109
0,1.46E-18
1,0.999879709
0,2.85E-06
1,0.999867913
0,1.91E-09
0,3.76E-08
0,3.39E-12
1,0.999999998
1,1
1,1
0,6.88E-05
1,0.995081263
0,1.52E-07
0,3.87E-10
0,9.28E-21
1,1
1,0.999999571
0,6.85E-04
0,2.49E-11
1,0.999657127
1,0.999999743
1,1
0,1.31E-18
1,0.999952516
1,0.999953777
0,1.56E-07
1,1
0,4.33E-11
1,0.999999996
1,0.999999998
0,9.93E-19
1,0.999999238
1,0.999999506
1,1
0,1.47E-18
1,1
0,1.23E-19
1,0.83325573
0,3.56E-06
0,1.59E-12
1,0.998664744
1,0.999999581
1,1
1,0.97860017
0,8.80E-14
1,0.999999999
1,1
1,1
1,1
1,0.999999989
1,0.999953107
1,1
0,5.38E-18
0,6.57E-19
0,8.02E-21
1,0.999999997
1,0.999999687
1,0.999936083
0,6.87E-17
1,1
0,1.92E-14
1,0.999999037
1,1
1,1
0,3.25E-13
1,1
0,8.50E-10
1,0.123128162
0,0.008157736
1,0.999999921
0,2.36E-07
0,0.001791911
1,0.998034504
0,2.04E-07
0,0.022662289
0,6.07E-19
0,9.19E-13
1,1
1,0.861804879
0,1.49E-12
0,8.41E-15
0,0.001196398
1,1
1,1
1,0.999999999
1,0.999991881
0,5.64E-13
1,1
1,0.600992403
1,1
1,0.999797762
0,0.009126835
0,0.00966353
0,3.16E-14
1,1
1,0.999999999
0,4.08E-14
1,0.999994457
1,0.268936621
1,0.183173943
0,8.53E-10
0,6.41E-13
1,0.999986915
1,1
0,5.87E-19
0,3.74E-12
0,9.27E-30
0,8.29E-19
1,0.073853574
0,2.25E-12
1,1
1,1
0,2.76E-29
1,1
1,1
1,1
1,1
1,1
1,1
1,1
0,1.63E-09
1,1
0,0.007189462
0,8.29E-15
1,1
1,1
0,3.87E-06
1,0.999998603
1,0.987115096
0,1.28E-10
0,2.15E-11
1,1
1,1
1,1
1,1
1,1
1,0.971033365
1,1
1,1
0,2.05E-13
0,0.001305523
1,1
0,2.99E-24
0,1.48E-04
0,1.68E-11
0,5.39E-21
1,1
1,0.999893516
0,0.001003375
0,6.48E-20
0,1.05E-06
0,2.17E-21
0,2.45E-15
1,1
0,3.47E-21
0,3.34E-11
0,1.62E-09
0,1.71E-22
0,1.40E-05
1,1
1,1
0,2.41E-14
0,1.87E-17
1,0.999998234
1,1
0,1.11E-05
0,0.001490389
1,1
0,1.64E-13
0,5.37E-16
0,3.15E-13
1,0.999967928
1,0.999590589
1,1
1,1
0,5.47E-05
1,0.391754637
0,6.94E-12
0,3.08E-09
0,0.006966984
1,1
1,0.999999997
1,0.999998484
1,0.999999379
0,1.25E-07
1,1
0,1.32E-13
0,5.94E-13
1,0.99997146
0,0.002890136
1,1
0,4.06E-16
1,1
1,0.999999957
1,0.99999973
1,1
0,9.22E-18
0,8.34E-17
0,6.83E-04
0,1.02E-16
1,1
0,0.009203473
1,1
0,3.29E-10
0,7.15E-12
1,1
0,1.60E-17
0,3.05E-09
1,0.99999808
0,1.31E-18
0,2.01E-13
1,0.995269827
1,1
0,6.82E-14
0,0.001372289
0,4.91E-22
1,0.999997556
0,7.73E-13
1,1
1,0.999999999
0,5.11E-09
0,2.62E-24
1,1
1,1
0,1.44E-06
1,1
1,1
0,7.90E-08
0,1.09E-08
0,2.63E-07
0,3.82E-09
0,5.53E-08
0,3.80E-16
0,4.56E-04
0,1.49E-10
1,1
1,1
1,0.296416239
0,1.04E-09
0,1.61E-09
1,0.999997698
0,1.49E-12
0,0.026667744
0,4.58E-05
1,0.999999976
0,2.70E-17
0,2.35E-33
1,0.999999997
0,2.69E-07
0,2.17E-22
0,1.81E-20
1,0.998940796
0,2.87E-08
1,1
0,4.13E-04
1,1
1,0.999999929
0,6.51E-33
0,1.01E-25
0,1.39E-06
1,1
1,1
0,2.22E-16
0,0.013075932
1,1
0,1.25E-24
0,1.82E-11
0,1.18E-16
1,1
0,2.00E-18
1,1
1,0.198130359
1,1
0,1.46E-17
1,1
0,9.20E-13
1,0.999999948
1,1
0,4.33E-17
1,0.993494049
0,4.28E-18
1,0.963354716
1,0.999999652
1,1
0,8.46E-12
0,1.39E-17
0,9.54E-09
0,9.41E-18
1,1
1,0.999999987
0,9.64E-10
1,0.99966616
0,6.04E-14
0,1.52E-09
1,0.848130869
0,5.06E-16
1,0.99992868
1,0.996978632
0,5.45E-12
0,4.12E-10
1,1
1,0.999999983
0,0.002581456
1,0.999999989
1,0.999998172
1,1
0,2.42E-16
0,9.96E-21
0,4.61E-08
0,1.58E-13
0,2.83E-26
0,1.99E-12
1,1
0,1.10E-08
0,1.41E-18
1,1
1,1
0,1.43E-16
1,1
0,3.44E-08
1,1
1,1
1,0.999999997
0,2.54E-16
0,7.25E-11
1,1
1,1
1,1
1,0.999999392
0,4.76E-10
0,0.003491747
1,1
0,1.72E-08
1,1
1,0.999996044
0,1.27E-11
1,1
1,0.999794353
1,0.99999988
0,3.80E-15
1,0.262974192
1,1
1,0.999999973
0,1.32E-05
1,1
0,7.40E-04
0,2.57E-18
0,5.40E-04
1,1
1,1
0,0.001021731
1,0.995569642
0,1.39E-06
0,5.43E-18
1,1
1,1
0,3.91E-27
0,1.03E-16
1,0.999999727
1,1
0,8.78E-10
1,0.999999854
0,2.45E-24
0,2.65E-16
1,0.985942516
1,0.999999999
0,7.65E-04
1,0.999999896
1,1
0,3.21E-08
0,1.18E-13
0,1.28E-08
1,0.999999959
1,0.091942239
1,1
1,1
1,0.992303824
0,1.08E-07
0,2.74E-16
1,0.999976756
0,0.022100177
1,0.999999994
0,4.50E-23
0,1.40E-05
1,0.999922004
1,1
0,1.11E-23
0,2.10E-06
0,5.23E-04
1,0.813639697
1,1
1,0.919786627
1,1
1,1
0,2.74E-18
1,1
1,0.999999996
0,4.73E-25
0,1.13E-17
0,6.40E-17
1,1
0,2.60E-16
1,1
0,1.29E-08
1,0.997344232
1,1
0,3.00E-24
0,5.78E-08
0,7.48E-08
0,4.20E-26
0,5.53E-04
1,1
1,1
0,5.48E-07
1,0.999999945
1,1
1,1
1,1
1,1
1,0.194499382
1,0.66699121
0,1.67E-10
1,0.238675131
0,0.002215803
1,1
1,1
1,1
0,6.56E-14
1,1
0,5.45E-14
1,1
0,2.89E-17
0,8.04E-09
1,0.999992566
0,1.38E-05
0,1.43E-11
0,5.34E-19
1,0.356727855
1,1
1,1
0,7.97E-08
0,9.78E-06
0,9.21E-04
1,0.999999967
0,1.17E-11
0,2.21E-13
0,4.67E-04
1,1
1,1
0,2.50E-07
0,2.40E-23
0,7.97E-19
1,0.999999812
0,4.99E-13
0,9.69E-06
0,1.07E-21
1,0.999999582
1,0.999999712
1,1
1,1
0,1.59E-18
1,0.999998901
0,1.35E-08
1,0.999572203
0,5.12E-05
1,0.82949068
0,2.17E-24
0,5.24E-08
0,5.59E-04
1,1
0,5.56E-10
0,2.24E-11
1,1
0,4.88E-09
1,1
1,1
1,1
0,3.88E-21
1,0.999999999
1,1
1,1
1,1
0,3.66E-07
1,0.999977187
1,1
1,0.637782598
1,0.999974045
0,6.92E-11
1,1
1,1
1,1
1,0.999119574
0,1.71E-15
1,1
1,1
0,3.21E-27
1,0.999999997
0,5.17E-21
0,1.97E-18
0,0.050963726
0,9.02E-09
1,1
0,5.75E-13
1,1
0,1.86E-06
1,0.999991251
0,0.001575677
1,0.967946989
0,6.64E-05
1,0.999308379
1,1
1,0.999987963
1,0.999996966
1,0.997859449
0,9.22E-23
1,1
1,1
0,2.60E-09
1,0.995794732
1,1
1,1
0,1.82E-23
0,4.19E-16
1,1
1,1
1,1
1,0.999991347
0,1.12E-06
1,1
1,1
1,0.999999939
1,1
1,0.999989832
0,1.59E-23
0,8.33E-08
1,0.091592913
1,1
1,1
1,1
0,0.008970927
0,3.13E-08
1,1
0,9.82E-18
0,2.22E-05
1,1
1,0.855582247
0,1.02E-08
1,1
1,1
0,1.79E-16
1,1
1,0.999999999
1,0.59669981
1,1
1,1
1,1
1,0.999999999
1,1
1,0.998762885
0,2.41E-12
0,4.27E-18
0,8.31E-05
0,2.36E-14
0,2.63E-07
1,1
0,1.71E-12
1,1
1,0.998189947
1,0.999989132
0,6.21E-11
0,3.52E-12
0,1.88E-05
0,9.11E-15
0,1.09E-10
1,1
0,1.86E-04
1,1
0,1.14E-08
1,1
0,0.006749066
1,0.999999844
0,1.14E-04
0,1.08E-22
0,6.48E-07
0,3.14E-19
1,0.995222809
0,0.006906628
1,1
1,0.999998944
0,2.21E-24
1,1
1,1
0,5.00E-07
0,4.32E-14
0,3.56E-21
0,1.86E-10
0,8.87E-13
1,0.832230521
1,0.998628009
0,7.41E-06
1,1
1,1
1,1
1,1
1,0.999999989
1,0.999960635
1,0.999999943
1,0.999896321
0,6.62E-20
0,9.47E-16
1,0.999596935
1,1
1,0.311325502
0,2.45E-25
1,0.999667573
0,1.61E-10
0,2.03E-05
1,1
1,0.999999797
0,2.28E-11
1,0.999999983
1,0.468120185
0,8.86E-13
0,4.16E-06
1,0.999088348
0,2.46E-17
0,5.49E-11
1,0.999999989
1,0.999933108
0,2.45E-11
0,1.30E-15
1,0.998738332
0,1.71E-11
0,1.03E-16
0,1.87E-14
0,1.20E-08
0,1.33E-19
0,7.06E-11
1,0.999999997
1,0.997331681
1,0.832151328
0,3.40E-08
1,1
0,0.010451674
1,1
1,1
1,0.992132233
1,0.947348949
1,0.116239182
1,1
1,0.997997943
0,6.41E-12
1,1
1,0.999999995
1,0.964110013
0,5.50E-09
1,1
1,0.115278977
1,0.988516848
0,1.96E-09
0,5.31E-14
1,1
1,1
1,1
0,5.19E-13
0,7.96E-09
1,0.999999738
0,1.18E-14
1,1
0,1.47E-10
0,8.48E-18
0,0.026030282
1,1
0,1.52E-07
1,1
0,4.21E-04
1,1
1,1
0,3.46E-26
1,1
0,1.02E-14
1,1
1,1
0,1.60E-09
0,3.14E-16
0,7.32E-15
0,1.63E-10
1,1
1,0.999999936
1,1
1,1
0,3.11E-08
0,0.004768561
1,1
0,8.28E-22
0,1.62E-04
1,0.921296926
1,0.999999968
